Date,Close,High,Low,Open,Volume
,GOOGL,GOOGL,GOOGL,GOOGL,GOOGL
2023-02-14,94.33802032470703,94.50740446777245,91.92676308229196,94.08892331366818,54726100
2023-02-15,96.58985900878906,96.76920916002283,93.80993546558445,94.1487037502274,50169000
2023-02-16,95.1650161743164,97.32717622276208,94.39779318819902,95.02552246808358,42462600
2023-02-17,94.00920867919922,95.2148372777522,92.87332693835303,94.50740269191552,34284100
2023-02-21,91.45845794677734,92.76372383007642,91.38871108893322,92.66408654770441,33629300
2023-02-22,91.31896209716797,91.7772996668387,90.28271766067176,91.36877693627122,30884000
2023-02-23,90.56170654296875,91.6079170048575,89.43579081686464,91.58798498742568,41206400
2023-02-24,88.80806732177734,89.56532439525338,88.26005843586846,89.11695279752449,36585100
2023-02-27,89.54539489746094,89.8343483380739,89.01730285657956,89.54539489746094,27502300
2023-02-28,89.73470306396484,90.90048283015722,88.99737805426645,89.00734406302703,30142000
2023-03-01,90.03362274169922,90.70120089545082,89.34611257037564,89.6549980280425,31111200
2023-03-02,91.66769409179688,91.94668150969538,89.26639541290174,89.33614986921337,32204400
2023-03-03,93.31173706054688,93.39144992442412,92.11606690789932,92.14596493323113,35160100
2023-03-06,94.78638458251953,95.62335442791783,93.66046891625142,93.68039333078706,32639300
2023-03-07,93.52098083496094,95.32444073148585,93.1921709615657,94.63693816201267,27835500
2023-03-08,93.9095687866211,95.61339135052926,93.66047178718708,93.78004108357678,34103300
2023-03-09,91.98653411865234,95.18493848694483,91.56805300919426,93.71028859594874,28813500
2023-03-10,90.30264282226562,92.45484457781508,90.07347783645488,91.8370812734991,35941000
2023-03-13,90.78091430664062,92.23563992279024,89.0970160980626,89.76459425581886,37335600
2023-03-14,93.63058471679688,94.01917544168379,92.10611224195785,92.22567394079233,36050200
2023-03-15,95.76284790039062,96.57988572741318,92.30538044640984,92.88328729040643,50622100
2023-03-16,99.9576416015625,100.82450187867342,95.15505185394973,95.85252039748471,65492000
2023-03-17,101.25294494628906,102.46853184450678,99.73843102424739,99.89785674313038,61028500
2023-03-20,100.8543930053711,101.38247742085163,99.50927074669035,99.75836774281036,32960400
2023-03-21,104.54103088378906,104.72038103429298,100.85439819234283,100.88428861712059,42110300
2023-03-22,102.99662780761719,106.20499070453981,102.95677137635991,103.89337090447653,43427400
2023-03-23,105.21857452392578,105.91605070653395,104.08269277704915,104.68052407511516,40797800
2023-03-24,105.05915832519531,105.10897316654567,103.46493136523353,104.61077914201698,30393300
2023-03-27,102.08992004394531,104.38161563005595,101.56183558673975,104.24212190935401,31120900
2023-03-28,100.66508483886719,102.07995406459273,99.37974332473478,102.06999565728084,32057900
2023-03-29,101.0237808227539,102.11980612528802,100.28645581586184,101.91056555313638,28779600
2023-03-30,100.52558898925781,100.79461801773391,99.41959765405045,100.54552100713474,33086200
2023-03-31,103.35533142089844,103.51474954923273,100.67504524662844,100.93410825723853,36863400
2023-04-03,103.9830551147461,104.15243925490958,101.56183190485585,102.0201694850945,25035400
2023-04-04,104.34175872802734,105.1986530666947,103.66421454400752,103.95316799326396,24420100
2023-04-05,104.0926513671875,105.71676100485338,103.28557955241027,105.39791716181968,28290500
2023-04-06,108.02838134765625,108.77567232145327,103.95315821943154,104.87979933101333,48711500
2023-04-10,106.0555419921875,107.20138211978893,104.74031012584882,106.59359242866749,27067400
2023-04-11,104.96947479248047,106.34449510437418,104.30189665365981,106.16514495942444,26311800
2023-04-12,104.26204681396484,106.3644262453215,103.96312735286821,106.19504209822432,24370300
2023-04-13,107.0419692993164,107.1017501501661,105.4577083352612,105.4577083352612,24843600
2023-04-14,108.47676849365234,108.54651535227738,106.4540943898514,106.50391683251391,26578000
2023-04-17,105.58724212646484,105.77655828721112,104.14247490310183,104.28197622280368,37571200
2023-04-18,104.12255096435547,106.15518349348778,103.69410379985447,106.10536105037748,26596400
2023-04-19,103.80370330810547,104.60081675777899,102.69771200755615,103.20587202176895,20905700
2023-04-20,104.9096908569336,105.86622240123252,103.49482175610622,103.5346781873483,27820800
2023-04-21,105.02926635742188,105.61713164884955,104.40153703055937,105.0890472068993,25800100
2023-04-24,105.58724212646484,106.24485428184863,104.32182505490422,105.10897252104597,23542800
2023-04-25,103.47489166259766,106.30463751867882,103.46492565414268,105.44774323564162,46664100
2023-04-26,103.33539581298828,105.96585945471647,102.25929497723486,104.54102434862729,53347600
2023-04-27,107.20138549804688,107.97857455423448,103.16601850003548,104.07272766283151,50089200
2023-04-28,106.95228576660156,106.96225177525531,104.71041273525408,106.65337392352426,36139800
2023-05-01,106.81278991699219,107.59993734447947,106.43416521593025,106.4540896310021,26681700
2023-05-02,104.93958282470703,106.81278950963804,103.33539755232405,106.75300866281339,30997200
2023-05-03,105.02926635742188,107.1017476916255,104.58088718082902,105.1488280563767,21795400
2023-05-04,104.31185913085938,105.2185682316383,103.59445857534725,105.10896494666635,23419500
2023-05-05,105.18868255615234,105.49756040855702,103.73395696485923,104.44139154407344,26625100
2023-05-08,107.3807373046875,107.57005346765878,104.78017147574482,104.80009589202926,26511400
2023-05-09,106.9622573852539,109.75214701132423,106.8028392476189,107.99850188631324,36360100
2023-05-10,111.34635925292969,112.53206340821097,107.54015738835716,107.58001382066816,63153400
2023-05-11,116.1489486694336,117.49407094690639,113.99675454584455,114.98317653574632,78900000
2023-05-12,117.08555603027344,117.60367444556137,115.69061130964677,116.25855216567884,41073800
2023-05-15,116.08917236328125,118.05205801320747,115.59097834459287,115.69061562796306,36266800
2023-05-16,119.07833862304688,120.31385768316277,116.00946158813677,116.06924243886958,45035600
2023-05-17,120.40352630615234,121.2305301983083,118.4605726817738,119.17797328210969,33323600
2023-05-18,122.38633728027344,122.86459925314621,120.39356132235058,120.51312301465028,35234200
2023-05-19,122.31659698486328,125.51500165661868,121.70879967695764,123.10374444267285,41330300
2023-05-22,124.59832763671875,125.97334039739799,122.29666609148589,122.49594826089861,35253000
2023-05-23,122.11731719970703,124.1798401629218,121.76858290193401,123.7115441641052,34046300
2023-05-24,120.46331024169922,121.46966424621482,119.42706581359634,120.68251681712213,34182600
2023-05-25,123.03399658203125,124.86734689781153,121.51948252810746,124.07023343765825,42317000
2023-05-26,124.159912109375,124.80756584445876,122.00771033158968,122.72511092418479,35635900
2023-05-30,123.22329711914062,125.2061146317429,121.55933105132156,125.18618261552552,35076700
2023-05-31,122.42619323730469,123.61188975842558,122.05752694985605,122.30662394363127,37325800
2023-06-01,123.27312469482422,123.97059325475999,122.1770994141378,122.37637397359454,30772700
2023-06-02,124.21968841552734,125.69434597991656,123.31297930103759,123.5421442808356,26963100
2023-06-05,125.55486297607422,126.96973221268811,123.39269508424852,123.5620868337433,32305500
2023-06-06,126.85015869140625,127.82661471166512,124.90720505794604,125.55485880304526,26638300
2023-06-07,122.05753326416016,128.57390426880946,121.67890855069605,126.51138895956268,52539000
2023-06-08,121.69883728027344,122.78490422077098,120.80208650413729,121.78851615880586,29389200
2023-06-09,121.78850555419922,123.31297793997,121.46966170620688,121.80842996889506,23762500
2023-06-12,123.19341278076172,123.60193551318817,121.2205687806728,122.34648449378062,28306400
2023-06-13,123.38272857666016,124.7079264487507,122.73507485255418,124.52857630364193,22278300
2023-06-14,123.22329711914062,123.60192940890228,121.01131463289644,122.65535628633496,30592300
2023-06-15,124.63817596435547,125.00684227489894,121.95789731267912,122.69522233192862,35246300
2023-06-16,123.08380126953125,125.65448398455273,122.83470428400987,125.47513385090386,45514000
2023-06-20,122.65536499023438,124.12005661083856,121.6988333935176,122.48598084955104,26097500
2023-06-21,120.11457824707031,122.21695756683378,119.6661990792251,121.95789455442348,30306300
2023-06-22,122.7051773071289,122.79484857356037,118.40078167617348,119.56655375080298,26952200
2023-06-23,121.89810943603516,122.34648861613562,120.62273395829045,120.94157782772663,34885300
2023-06-26,117.91255187988281,121.55933559666458,117.84280502418773,120.32381660927845,33969900
2023-06-27,117.90259552001953,118.64988653051294,115.68064690401077,116.65711050253054,39535900
2023-06-28,119.74591064453125,119.95515121318527,116.42793676622343,116.66706775870843,27091400
2023-06-29,118.66980743408203,119.62633898698562,117.8727016075809,118.80930114376565,24090900
2023-06-30,119.26764678955078,120.64266716655467,119.25768838235332,119.73595039030789,29519700
2023-07-03,119.46692657470703,119.75588001624993,118.39082567554806,118.80930682460853,14467900
2023-07-05,121.31024169921875,122.16713600643209,118.79934722815834,118.80930563505716,27584800
2023-07-06,119.67616271972656,119.86547887141528,117.9723401600396,119.36728487378151,24745200
2023-07-07,119.04844665527344,120.61277557782724,118.96873378743742,119.66620237640888,21692600
2023-07-10,116.02938079833984,117.88266310627797,115.72050294762924,117.87270469949438,35315200
2023-07-11,116.71688842773438,117.2848292774124,114.93335301513636,115.86996015741971,23078800
2023-07-12,118.50042724609375,119.89537199120542,117.98230882171146,118.3708995404575,30404400
2023-07-13,124.09016418457031,124.37911762087124,120.01493325406626,120.49320284562855,44297900
2023-07-14,124.96697998046875,126.32206825609043,123.04395085417015,124.34922429135456,33266800
2023-07-17,124.19976806640625,126.6409156717828,123.75138889683441,125.48510952290583,25716200
2023-07-18,123.31298065185547,124.22965578476325,122.5158672134261,124.14994292055289,26226400
2023-07-19,121.58922576904297,124.72784947251137,121.36006078730566,124.14994261118203,37224000
2023-07-20,118.76944732666016,123.6417840699944,117.79299133737987,120.9814299172462,37906800
2023-07-21,119.58648681640625,120.5529844121068,118.30115296021432,120.18432570988017,72937900
2023-07-24,121.09103393554688,122.55572553012773,120.54302508980719,121.22056924233992,29686100
2023-07-25,121.7685775756836,122.70518473602398,120.58287341328139,120.92164928904083,52509600
2023-07-26,128.80308532714844,130.50690035010535,127.85651973620851,129.600198794557,61682100
2023-07-27,128.93260192871094,132.75874342754594,128.32480463674472,131.19440695995237,44952100
2023-07-28,132.10113525390625,133.25694909118923,130.09840065939707,130.30763364496295,36591200
2023-07-31,132.24063110351562,133.04770303958819,131.30402384803728,132.25058951128685,28055500
2023-08-01,131.07484436035156,132.15094522413256,130.20797646238464,130.30762134379327,23166800
2023-08-02,127.91629028320312,129.62010516893426,127.09924486390386,128.98241748710194,26273300
2023-08-03,127.98603057861328,128.92263769475255,126.95975219484545,127.50776861425393,20089500
2023-08-04,127.64727020263672,131.03498339851652,127.44799563882167,128.81304236481316,26130000
2023-08-07,131.05491638183594,131.13462924868435,128.55398789962547,128.6934816156915,22746300
2023-08-08,130.9253692626953,131.03497254426583,129.0720870857497,130.148187885622,23535200
2023-08-09,129.19166564941406,131.56305863932315,128.53404595147833,131.18444155563853,24912900
2023-08-10,129.22157287597656,131.57304935925964,128.982434262809,130.84569031592892,20857800
2023-08-11,129.09202575683594,129.46068444854572,127.7070470566833,128.1952826458814,19569200
2023-08-14,130.8556365966797,130.8954854266769,128.49420192473363,128.92264146281912,24695600
2023-08-15,129.3112335205078,130.9453092335841,128.81303952013488,130.62647297925608,19770700
2023-08-16,128.23513793945312,129.8094328699446,127.4081416421522,128.23513793945312,25216100
2023-08-17,129.4507293701172,131.51325986348394,128.82300005410565,129.33116767322912,33446300
2023-08-18,126.9996109008789,128.78314629564642,125.92351005903534,128.0458137178071,30491300
2023-08-21,127.90631866455078,128.26501894139525,126.10285887396492,126.72062215116084,25248700
2023-08-22,128.61376953125,129.8094321339003,127.85652009709561,128.04582105287807,22067500
2023-08-23,131.89187622070312,132.92812826674933,129.40090619188467,129.70978404287024,27819700
2023-08-24,129.3112335205078,133.7650891001359,129.1020005544088,133.46616965917727,28500700
2023-08-25,129.41087341308594,130.28768448144152,126.79036820697252,129.07208995110042,26762900
2023-08-28,130.5367889404297,132.06126139372614,129.66993622877965,130.83570838696667,20543300
2023-08-29,134.0839385986328,136.07671457100213,131.76235276638167,131.76235276638167,43075600
2023-08-30,135.3892059326172,135.78775505005075,133.58574609016776,134.29317305416347,28315800
2023-08-31,135.67816162109375,137.50155361301168,135.299529289447,135.51873588106614,30053800
2023-09-01,135.1699981689453,136.9634995889822,134.36292633084724,136.9634995889822,21524600
2023-09-05,135.2796173095703,135.9272634965256,134.09391303171057,134.95080741039004,19403100
2023-09-06,133.97433471679688,136.03684993312544,133.18717969715058,135.5286975357515,18684500
2023-09-07,134.7714385986328,135.09029006394823,132.46978469670785,133.107472423664,18844300
2023-09-08,135.8874053955078,136.16639282966472,134.36293291469514,134.4227137643466,23558300
2023-09-11,136.42544555664062,136.98342041395486,135.2995222314836,136.0468132447454,20763400
2023-09-12,134.8511505126953,136.37562296174207,134.70169839168076,135.76782566349192,18405500
2023-09-13,136.21620178222656,136.4055027194841,133.66543588820124,134.6020429831184,20749500
2023-09-14,137.60118103027344,138.19900467395846,135.74789884787035,137.1029870586992,24751000
2023-09-15,136.90370178222656,138.01966665352936,135.98702666900658,137.48160863258406,38908400
2023-09-18,137.71080017089844,138.65736578516098,136.11657319680083,136.11657319680083,21861300
2023-09-19,137.54139709472656,137.9100710046555,136.12652791530078,136.9236413807494,20353700
2023-09-20,133.25694274902344,137.58126321990022,133.13736584500114,137.58126321990022,29927500
2023-09-21,129.96885681152344,131.75238469211735,129.6001981063206,130.96524483957415,31488700
2023-09-22,129.779541015625,131.55311049420865,129.13189487705534,130.28769343802546,26397300
2023-09-25,130.6364288330078,130.6962096792964,128.49420075473788,129.36105343327074,20094600
2023-09-26,128.10562133789062,129.88914929190594,126.76049136317812,129.30128398003765,25718700
2023-09-27,130.0684814453125,130.42718172963976,128.10561109359506,128.10561109359506,22746500
2023-09-28,131.83209228515625,132.81852186678947,129.3211902978825,129.37101273802696,22513100
2023-09-29,130.3873291015625,133.5658091277159,129.8891351213798,132.7985861412059,30848100
2023-10-02,133.6853790283203,133.9344760337104,130.69621496363905,130.7360789985593,22288000
2023-10-03,131.95166015625,133.7750520844503,131.36379486457568,133.45621581921205,22989400
2023-10-04,134.75152587890625,135.08033576112487,132.0513075632974,132.31036298398095,26752300
2023-10-05,134.58212280273438,135.00060390205232,132.9679640440246,134.58212280273438,19832600
2023-10-06,137.0830535888672,137.66096041420468,133.5259413717916,133.5259413717916,27583200
2023-10-09,137.92002868652344,138.4381547168922,135.12018076702492,136.4453786655851,19278100
2023-10-10,137.5613250732422,139.21533280483936,136.8339660890769,137.99973822654982,27786600
2023-10-11,140.04234313964844,140.60031801375123,138.07945746946,138.07945746946,25884300
2023-10-12,138.46804809570312,140.7099212012559,137.76060589277833,140.54053705772182,24765500
2023-10-13,136.86386108398438,139.4943248880113,136.1265284648248,138.87656917154035,23420500
2023-10-16,138.59756469726562,139.12564907454743,137.49157350634707,137.67091603281727,28501900
2023-10-17,139.21534729003906,139.3946898512302,136.6845129884962,138.12928790413469,23515800
2023-10-18,137.46168518066406,140.21171038750475,136.883778358218,138.94629346243022,23375000
2023-10-19,137.25245666503906,139.15556152793368,136.88379794425464,137.9997477176618,26066000
2023-10-20,135.11021423339844,137.37200396894266,134.59208823419425,136.83396115706915,26315200
2023-10-23,136.0069580078125,137.16277170276794,133.46616564165706,134.55222488089632,26317900
2023-10-24,138.30862426757812,138.856640741676,136.9236454714082,137.33216822516073,44814300
2023-10-25,125.15630340576172,127.84654809652548,124.61825294724147,127.69709597069001,84366200
2023-10-26,121.83833312988281,123.88093173334005,120.83197904119783,122.82475519995113,57061100
2023-10-27,121.72872161865234,122.86460334434449,119.77580202707922,122.43615619505098,44566500
2023-10-30,124.01045227050781,124.94705944350845,122.30662966559456,122.76496724336327,28940100
2023-10-31,123.63182830810547,124.91716977612808,122.24684955767498,124.60828431827505,26292300
2023-11-01,125.9932632446289,126.03311967801518,123.27312818209245,123.62186247192567,30082400
2023-11-02,127.02951049804688,128.5141265655758,126.4715356220548,127.95615168958372,27124600
2023-11-03,128.63369750976562,129.06213705409462,127.39817091040808,127.55759664006862,26380100
2023-11-06,129.779541015625,129.86921228951778,128.20524610247242,128.5838784193638,19052700
2023-11-07,130.4969482421875,131.43355547132703,129.41088888230257,130.2378928143369,29757300
2023-11-08,131.36378479003906,131.7324586731549,130.307615986695,130.49693213138377,26425800
2023-11-09,129.7695770263672,132.07123084598703,129.6001928928534,131.4833655819673,23747800
2023-11-10,132.111083984375,132.32033215828918,128.94257737706485,129.63008754377262,26913300
2023-11-13,131.61288452148438,132.1110785110762,130.77592226785188,131.3040066805253,18324800
2023-11-14,133.13735961914062,135.2098484824034,132.83845538225,133.70530807658145,32395200
2023-11-15,134.13375854492188,134.54228130684916,133.08756322323444,134.38285556507137,23861500
2023-11-16,136.43540954589844,136.72437059690728,133.83485130887016,134.70170405454627,28013200
2023-11-17,134.82125854492188,135.56854954878804,133.16725080748287,135.50876870106666,37240600
2023-11-20,135.75787353515625,136.1663962897221,133.13736806522817,133.20712252737732,27815500
2023-11-21,136.4752655029297,136.68449846875959,135.46891909679343,135.79771375738326,22635300
2023-11-22,137.98977661132812,138.91641013353967,136.97345661626224,136.97345661626224,17813900
2023-11-24,136.1962890625,137.63109033002166,135.4988204473646,137.53144544056997,12514300
2023-11-27,135.91729736328125,137.92003186771603,135.5087746144586,135.53866503962365,23436500
2023-11-28,136.70443725585938,136.75425969903483,134.93086774527336,135.58848750636932,18730000
2023-11-29,134.50241088867188,137.79047886404476,134.35294357836295,137.07309354851972,23967200
2023-11-30,132.05130004882812,135.06039605731448,130.80581505236393,134.5622020587288,38988300
2023-12-01,131.38372802734375,131.63282503822498,130.1980238229611,131.38372802734375,31431200
2023-12-04,128.80308532714844,129.5603347591654,127.43803098480845,129.41088263563404,36669900
2023-12-05,130.51687622070312,131.66271639741683,127.78676748875102,128.4842360834322,27384800
2023-12-06,129.5503692626953,131.3637874782301,129.410875553808,130.96523836817326,23576200
2023-12-07,136.43540954589844,138.05952694634925,134.21346843258232,134.55223672357351,56767100
2023-12-08,134.50241088867188,135.9073063020679,133.5458717951833,133.7152559172616,32233900
2023-12-11,132.8085479736328,132.85837041367114,130.8855264582816,131.90184646110157,31138000
2023-12-12,132.0413360595703,132.51959802096323,130.7858775058627,131.3338939218721,29032800
2023-12-13,132.09117126464844,133.01780485463578,131.09478321330286,132.89824315365036,30104800
2023-12-14,131.46343994140625,133.2370094297181,129.22156685974153,132.89824114625964,38722400
2023-12-15,132.1210479736328,133.02774945143423,130.70616370837544,131.14457683804127,50815200
2023-12-18,135.3094940185547,136.6546087020942,131.95165610571698,132.15094586950747,32258000
2023-12-19,136.1564178466797,136.9734633268152,135.58848457703954,136.34573400445132,25476800
2023-12-20,137.84030151367188,141.1881655405421,137.571287721312,138.46803076985788,49107200
2023-12-21,139.9127960205078,140.18182502770122,138.6772694723545,138.98616251214816,27488300
2023-12-22,140.97894287109375,141.47713686854152,140.20176145136915,140.261542298475,26514600
2023-12-26,141.0088348388672,142.16463337081103,140.68002497250987,141.078574093363,16780300
2023-12-27,139.86297607421875,141.56680621191086,139.38471410020873,141.07857062773616,19628600
2023-12-28,139.72348022460938,140.63019692261247,139.24521825792567,140.27149664668124,16045700
2023-12-29,139.18544006347656,139.8530181890156,138.27872334820412,139.12565921696174,18727200
2024-01-02,137.67092895507812,138.94630438637614,135.9870307924664,138.0495612625078,23711200
2024-01-03,138.41822814941406,139.12567036509972,136.58487775890734,136.75426190549678,24212100
2024-01-04,135.89735412597656,138.65735304986882,135.85750529693797,137.92002048142746,27137700
2024-01-05,135.23974609375,136.66458891457754,134.66183919892327,136.25606616421598,22506000
2024-01-08,138.33851623535156,138.50790038311104,135.76783318574974,135.79772361160872,21404000
2024-01-09,140.44088745117188,140.97894549247778,137.65099797285387,137.99973985902156,24759600
2024-01-10,141.76608276367188,142.48348333662574,140.40103607520302,140.4907073459037,21320200
2024-01-11,141.5668182373047,144.6954761563001,140.1320169897214,142.97172905920294,24008700
2024-01-12,142.13473510742188,142.68275152112463,141.3077464874483,142.15466712346748,18768600
2024-01-16,141.97532653808594,143.82860876024412,140.93907454092556,141.4870909621475,22670500
2024-01-17,140.95901489257812,141.3276735960756,138.39829037456934,140.83945319494103,20968600
2024-01-18,142.9617462158203,143.68912040365055,141.47713782375382,141.5369186712633,25746400
2024-01-19,145.85128784179688,145.9210270994899,143.85851173882352,144.21721204550573,33300700
2024-01-22,145.4626922607422,147.85401742312334,145.31322493579674,146.56868356917025,32200400
2024-01-23,146.50888061523438,146.64837432307408,144.9744498289976,145.36304052967063,21636100
2024-01-24,148.16290283203125,149.30875823368288,147.56507911278618,148.00347709209575,25233500
2024-01-25,151.32142639160156,152.49717202637822,148.99984074660185,149.52794032406513,29149100
2024-01-26,151.64028930664062,151.98901597789123,150.4645435827961,150.55423005590535,26115500
2024-01-29,152.95550537109375,153.2245343687124,150.88301665618076,151.51074591606653,27784300
2024-01-30,150.91293334960938,153.0651198773838,150.6439043322597,152.24808962231998,36331800
2024-01-31,139.59396362304688,143.47987070654617,139.3647834384674,143.10123840478371,71910000
2024-02-01,140.650146484375,142.5432777745924,140.2814725524416,141.60667053706408,40466500
2024-02-02,141.86573791503906,142.1048613208855,136.00697121299544,138.75699680595707,62470600
2024-02-05,143.16102600097656,144.9445691030408,142.2642828482534,142.30414688383104,38505400
2024-02-06,143.5795135498047,144.83495692735022,142.6727968419626,144.12751477414923,29128200
2024-02-07,145.01431274414062,145.09402561403104,143.41012734632514,144.23713126730334,25208900
2024-02-08,145.3829803466797,145.8014614926525,144.5759084791839,145.30326748025513,22563800
2024-02-09,148.46180725097656,148.9002203895404,145.65198588309397,146.15017986715765,26829500
